"CUSTOMER_ID","CIRCUIT_DESIGNATION","ROUTER_NAME","PORT","POP","COUNTRY"
"24388","A3Y-DT8-NP2","gin-dt8-tcore2","xe-9/0/1","A3Y","UNITED STATES"
"24388","A3Y-DT8-NP1","gin-dt8-tcore2","xe-10/2/0","A3Y","UNITED STATES"
"22228","0DN-NTO-NP1","gin-nto-tcore1","ge-11/3/5","0DN","UNITED STATES"
"24112","6IN-PYE-NP2","gin-pye-tcore1","ge-10/3/3","6IN","FRANCE"
"24112","IN8-M3H-NP1","gin-m3h-sw2","GigabitEthernet2/0/10","IN8","AUSTRALIA"
"18945","AQX-M3H-1G001","gin-m3h-sw2","GigabitEthernet1/0/4","AQX","AUSTRALIA"
"23694","1P2-LRT-NP2","gin-lrt-mse1","TenGigabitEthernet12/3","1P2","U. K."
"23694","1P2-LRT-NP1","gin-lrt-mse1","TenGigabitEthernet12/2","1P2","U. K."
"23694","1P2-LRT-NP4","gin-lrt-mse1","TenGigabitEthernet10/2","1P2","U. K."
"23694","1P2-LRT-NP3","gin-lrt-mse1","TenGigabitEthernet11/2","1P2","U. K."
"26776","HNN-P47-NP2","gin-hnn-thar1","ge-0/2/2","HNN","NETHERLANDS"
"26776","HNN-P47-NP1","gin-hnn-thar1","ge-0/2/1","HNN","NETHERLANDS"
"26776","HNN-PR9-NP1","gin-hnn-thar1","ge-0/2/0","HNN","NETHERLANDS"
"24026","7TW-AEQ-NP2","gin-aeq-tcore1","xe-7/3/2","7TW","UNITED STATES"
"24026","7TW-AEQ-NP3","gin-aeq-tcore1","xe-7/0/2","7TW","UNITED STATES"
"24026","7TW-AEQ-NP1","gin-aeq-tcore1","xe-7/3/1","7TW","UNITED STATES"
"23694","1P3-MLN-NP4","gin-mln-tcore1","ge-7/2/3","1P3","UNITED STATES"
"23694","1P3-MLN-NP2","gin-mln-tcore1","ge-7/2/7","1P3","UNITED STATES"
"23694","1P3-MLN-NP3","gin-mln-tcore1","ge-7/2/4","1P3","UNITED STATES"
"23694","1P5-HK2-NP3","gin-hk2-tcore1","xe-0/2/1","1P5","HONG KONG"
"23694","1P5-HK2-NP4","gin-hk2-tcore1","xe-0/2/2","1P5","HONG KONG"
"23694","1P5-HK2-NP2","gin-hk2-tcore1","ge-10/2/3","1P5","HONG KONG"
"23694","1P5-HK2-NP1","gin-hk2-tcore1","ge-9/3/4","1P5","HONG KONG"
"24723","AD5-PDI-NP1","gin-pdi-tcore2","ge-11/3/9","AD5","UNITED STATES"
"23570","7WA-L78-NP1","gin-l78-mse1","FastEthernet13/14","7WA","U. K."
"20570","ELE-WV6-NP1","gin-wv6-tcore2","ge-11/2/5","ELE","SPAIN"
"30419","1M9-45G-NP1","gin-1m9-mse1","GigabitEthernet1/1","1M9","RUSSIA"
"25462","7IF-F2C-NP1","gin-f2c-thar1","ge-1/3/4","7IF","GERMANY"
"25462","7IF-F2C-NP3","gin-f2c-thar1","xe-4/1/2","7IF","GERMANY"
"24292","6SE-TGS-NP1","gin-tgs-sw1","GigabitEthernet1/0/11","6SE","CANADA"
"22913","9F9-RCT-NP2","gin-rct-thar1","xe-0/1/0","9F9","ITALY"
"24388","A5Y-N75-NP6","gin-n75-tcore1","xe-1/3/1","A5Y","UNITED STATES"
"24388","A5Y-N75-NP5","gin-n75-tcore1","xe-1/3/0","A5Y","UNITED STATES"
"24388","A5Y-N75-NP4","gin-n75-tcore1","xe-1/2/2","A5Y","UNITED STATES"
"24388","A5Y-N75-NP3","gin-n75-tcore1","xe-0/0/5","A5Y","UNITED STATES"
"24388","A5Y-N75-NP2","gin-n75-tcore1","xe-0/0/4","A5Y","UNITED STATES"
"24388","A5Y-N75-NP1","gin-n75-tcore1","xe-0/0/3","A5Y","UNITED STATES"
"25244","8CH-AEQ-NP8","gin-aeq-tcore2","xe-9/3/3","8CH","UNITED STATES"
"24822","DRI-PG4-NP2","gin-pg4-sw2","GigabitEthernet1/1/2","DRI","FRANCE"
"22974","OD1-OVC-NP3","gin-ovc-ihar1","TenGigabitEthernet 4/1","OD1","JAPAN"
"23320","9CY-SVQ-NP1","gin-svq-sw1","GigabitEthernet0/52","9CY","SINGAPORE"
"25473","9TP-PYE-NP1","gin-pye-tcore1","ge-11/3/8","9TP","FRANCE"
"24392","2PU-PG1-NP2","gin-pg1-tcore1","xe-2/1/1","2PU","FRANCE"
"24428","1IP-LVX-NP2","gin-lvx-mse1","TenGigabitEthernet11/3","1IP","U. K."
"24119","1DT-SVQ-1G001","gin-svq-thar1","ge-4/1/0","1DT","INDONESIA"
"7120","3XV-SQN-NP1","gin-sqn-tcore2","xe-7/3/1","3XV","UNITED STATES"
"19283","0TO-LDN-NP2","gin-ldn-tcore1","xe-1/2/1","0TO","U. K."
"19283","0TO-LDN-NP1","gin-ldn-tcore1","xe-0/2/1","0TO","U. K."
"22106","8XT-DT8-NP4","gin-dt8-tcore1","xe-1/1/0","8XT","UNITED STATES"
"22106","8XT-DT8-NP5","gin-dt8-tcore1","xe-1/2/0","8XT","UNITED STATES"
"22106","8XT-DT8-NP3","gin-dt8-tcore2","xe-0/2/1","8XT","UNITED STATES"
"22106","8XT-DT8-NP2","gin-dt8-tcore2","xe-7/3/0","8XT","UNITED STATES"
"22106","8XT-DT8-NP1","gin-dt8-tcore1","xe-7/2/2","8XT","UNITED STATES"
"24526","I8S-NYY-NP1","gin-nyy-mcore4","GigabitEthernet5/0/9","I8S","UNITED STATES"
"26257","1MH-7LU-NP2","gin-m3h-sw2","GigabitEthernet2/0/13","1MH","AUSTRALIA"
"6003","1MH-AA0-NP8","gin-1mh-core1","GigabitEthernet4/0/0","1MH","AUSTRALIA"
"6003","1MH-AA0-NP7","gin-1mh-core1","GigabitEthernet3/0/0","1MH","AUSTRALIA"
"23823","8CC-AEQ-NP2","gin-aeq-tcore2","ge-11/3/9","8CC","UNITED STATES"
"23823","9CC-AD1-NP1","gin-ad1-sw2","FastEthernet1/0/5","9CC","NETHERLANDS"
"23788","1VK-S9R-NP1","gin-7sr-sw1","FastEthernet1/0/1","1VK","SINGAPORE"
"24931","8AL-RCT-NP1","gin-rct-thar1","ge-0/3/2","8AL","ITALY"
"18408","9VD-MTT-NP1","gin-mtt-tcore2","xe-0/3/1","9VD","CANADA"
"20498","0VI-WYN-NP1","gin-wyn-tcore2","ge-11/3/2","0VI","FRANCE"
"27633","7SR-ZU9-NP1","gin-7sr-sw2","FastEthernet1/0/11","7SR","SINGAPORE"
"7120","1XV-AEQ-NP1","gin-aeq-tcore2","xe-0/3/0","1XV","UNITED STATES"
"7120","2XV-DT8-NP1","gin-dt8-tcore2","xe-7/3/2","2XV","UNITED STATES"
"23818","PX9-W3C-NP1","gin-w3c-sw1","GigabitEthernet2/0/4","PX9","CANADA"
"24823","IF9-ZIA-NP2","gin-zia-sw1","GigabitEthernet1/0/3","IF9","TANZANIA"
"22228","9DN-AD1-NP1","gin-ad1-tcore1","ge-11/2/1","9DN","NETHERLANDS"
"21005","JS3-KLT-NP4","gin-klt-tcore2","xe-1/3/0","JS3","SOUTH AFRICA"
"21005","JS3-KLT-NP3","gin-klt-tcore1","xe-0/3/0","JS3","SOUTH AFRICA"
"30570","HW1-XD5-NP2","gin-hw1-thar2","ge-0/2/0","HW1","U. K."
"30570","HW1-XD5-NP1","gin-hw1-thar1","ge-1/2/1","HW1","U. K."
"27928","HW1-WW3-NP1","gin-hw1-mse2","GigabitEthernet10/0/9","HW1","U. K."
"21699","3SD-HK2-NP1","gin-hk2-sw1","2/7","3SD","HONG KONG"
"22307","9BR-B1D-NP4","gin-b1d-thar1","xe-1/0/1","9BR","BELGIUM"
"22307","9BR-B1D-NP3","gin-b1d-thar1","xe-0/0/1","9BR","BELGIUM"
"22307","9BR-B1D-NP1","gin-b1d-thar1","xe-0/1/0","9BR","BELGIUM"
"11497","9BC-TNK-NP1","gin-tnk-tcore1","ge-11/2/4","9BC","CANADA"
"23866","TQU-TV2-NP2","gin-tv2-tcore1","xe-8/2/0","TQU","JAPAN"
"22660","8RG-NTO-NP1","gin-nto-tcore1","xe-7/2/3","8RG","CANADA"
"22660","8RG-W6C-NP1","gin-w6c-tcore1","xe-3/2/0","8RG","CANADA"
"18255","1CR-HK2-NP3","gin-hk2-core3","POS6/0/1","1CR","HONG KONG"
"27759","WYN-XH8-NP18","gin-wyn-core1","POS7/1/6","WYN","FRANCE"
"27759","WYN-XH8-NP17","gin-wyn-core1","POS7/1/5","WYN","FRANCE"
"27759","WYN-XH8-NP20","gin-wyn-core1","POS7/1/7","WYN","FRANCE"
"27759","WYN-XH8-NP19","gin-wyn-core1","POS7/1/2","WYN","FRANCE"
"27759","WYN-XH8-NP16","gin-wyn-core1","POS7/1/4","WYN","FRANCE"
"27759","WYN-XH8-NP12","gin-wyn-core1","POS7/1/0","WYN","FRANCE"
"27759","WYN-XH8-NP13","gin-wyn-core1","POS7/1/1","WYN","FRANCE"
"27759","WYN-XH8-NP15","gin-wyn-core1","POS7/1/3","WYN","FRANCE"
"27759","WYN-XH8-NP14","gin-wyn-core1","POS7/2/1","WYN","FRANCE"
"27759","WYN-XH8-NP7","gin-wyn-core1","POS7/2/7","WYN","FRANCE"
"27759","WYN-XH8-NP8","gin-wyn-core1","POS1/3/6","WYN","FRANCE"
"27759","WYN-XH8-NP1","gin-wyn-core1","POS1/3/5","WYN","FRANCE"
"27615","WYN-XL8-NP1","gin-wyn-tcore1","ge-11/3/6","WYN","FRANCE"
"22228","2DN-AEQ-NP3","gin-aeq-tcore1","xe-1/0/1","2DN","UNITED STATES"
"22228","2DN-AEQ-NP2","gin-aeq-tcore2","ge-11/3/7","2DN","UNITED STATES"
"22228","3DN-PDI-NP2","gin-pdi-tcore2","ge-11/3/8","3DN","UNITED STATES"
"21577","EIL-LDN-10G002","gin-ldn-tcore1","xe-2/2/3","EIL","U. K."
"22611","1LX-SVQ-NP1","gin-svq-thar1","ge-4/0/2","1LX","SINGAPORE"
"22611","1LX-LDN-NP1","gin-svq-tcore1","ge-10/3/1","1LX","SINGAPORE"
"22228","8DN-FR0-NP1","gin-fr1-thar1","ge-0/3/5","8DN","GERMANY"
"23602","1M3-SVW-NP1","gin-svw-tcore2","xe-1/0/2","1M3","SINGAPORE"
"22594","2CT-PV9-NP10","gin-pv9-tcore2","xe-1/2/2","2CT","PORTUGAL"
"22594","2CT-PV9-NP9","gin-pv9-tcore1","xe-0/2/2","2CT","PORTUGAL"
"22594","2CT-PV9-NP8","gin-pv9-tcore2","xe-0/3/1","2CT","PORTUGAL"
"22594","2CT-PV9-NP4","gin-pv9-tcore2","xe-0/2/1","2CT","PORTUGAL"
"22594","2CT-PV9-NP7","gin-pv9-tcore1","xe-0/3/1","2CT","PORTUGAL"
"22594","2CT-PV9-NP6","gin-pv9-tcore2","xe-0/3/0","2CT","PORTUGAL"
"22594","2CT-PV9-NP5","gin-pv9-tcore1","xe-0/3/0","2CT","PORTUGAL"
"22594","2CT-PV9-NP1","gin-pv9-tcore2","xe-0/2/0","2CT","PORTUGAL"
"22594","2CT-PV9-NP3","gin-pv9-tcore1","xe-0/2/1","2CT","PORTUGAL"
"22594","2CT-PV9-NP2","gin-pv9-tcore1","xe-0/2/0","2CT","PORTUGAL"
"22228","7DN-CT8-NP2","gin-ct8-tcore2","xe-2/2/0","7DN","UNITED STATES"
"22228","7DN-CT8-NP1","gin-ct8-tcore1","ge-11/3/1","7DN","UNITED STATES"
"20232","WQD-WZN-10G001","gin-wzn-icore1","TenGigabitEthernet 6/2","WQD","POLAND"
"22328","3TP-TV2-NP1","gin-tv2-tcore2","xe-11/1/0","3TP","AUSTRALIA"
"22082","1TF-FR0-NP2","gin-fr1-thar1","ge-0/3/8","1TF","GERMANY"
"7245","6UM-LVW-NP1","gin-lvw-tcore1","xe-0/1/3","6UM","UNITED STATES"
"30443","PYE-Y55-NP1","gin-pye-tcore1","ge-11/2/1","PYE","FRANCE"
"30443","PYE-Y55-NP2","gin-pye-core1","GigabitEthernet5/1/3","PYE","FRANCE"
"24808","PYE-QJJ-NP1","gin-pye-tcore1","xe-1/0/2","PYE","FRANCE"
"27444","PYE-VZ4-NP1","gin-pye-tcore1","ge-10/3/5","PYE","FRANCE"
"16449","PYE-R3P-NP1","gin-pye-tcore1","xe-1/3/0","PYE","FRANCE"
"23806","8BS-WV6-NP1","gin-wv6-tcore2","ge-11/3/6","8BS","SPAIN"
"743","H2P-LAA-NP1","gin-laa-mcore5","POS13/0","H2P","PHILIPPINES"
"23298","9PN-F2C-10G001","gin-f2c-thar1","xe-4/0/1","9PN","GERMANY"
"22660","9RG-TNK-NP3","gin-tnk-tcore1","xe-0/2/1","9RG","CANADA"
"24931","8CT-RCT-NP1","gin-rct-thar1","ge-0/3/4","8CT","UNITED STATES"
"23268","EPX-SV1-NP1","gin-sv1-mse1","FastEthernet13/3","EPX","UNITED STATES"
"23262","7IN-PYE-NP2","gin-pye-tcore1","xe-0/3/1","7IN","FRANCE"
"24226","EX6-KT1-NP3","gin-kt1-bb1","GigabitEthernet1/2","EX6","MALAYSIA"
"22483","9SM-WV6-NP2","gin-wv6-tcore2","ge-11/2/1","9SM","SPAIN"
"22483","9SM-WV6-NP1","gin-wv6-tcore1","xe-0/0/0","9SM","SPAIN"
"24336","6GT-HK2-NP1","gin-hk2-core3","FastEthernet6/2/2","6GT","HONG KONG"
"22402","1SF-PVU-NP1","gin-pvu-thar1","ge-2/3/7","1SF","FRANCE"
"22660","VB1-VCW-NP3","gin-vcw-core3","GigabitEthernet5/0/0","VB1","CANADA"
"34632","EQL-XYR-NP1","gin-eql-icore1","GigabitEthernet 13/19","EQL","UNITED STATES"
"32926","EQL-ZH8-NP1","gin-eql-icore1","TenGigabitEthernet 12/2","EQL","UNITED STATES"
"32156","EQL-K71-NP2","gin-eql-icore1","TenGigabitEthernet 8/13","EQL","UNITED STATES"
"32568","EQL-YK9-NP1","gin-eql-icore1","TenGigabitEthernet 8/9","EQL","UNITED STATES"
"32409","EQL-Y7U-NP2","gin-eql-icore1","TenGigabitEthernet 9/3","EQL","UNITED STATES"
"32409","EQL-Y7U-NP1","gin-eql-icore1","TenGigabitEthernet 9/2","EQL","UNITED STATES"
"22106","EQL-ETU-NP7","gin-eql-icore1","TenGigabitEthernet 7/2","EQL","UNITED STATES"
"31965","EQL-VB8-NP1","gin-eql-icore1","TenGigabitEthernet 7/1","EQL","UNITED STATES"
"22106","EQL-ETU-NP6","gin-eql-icore1","TenGigabitEthernet 9/1","EQL","UNITED STATES"
"22106","EQL-ETU-NP5","gin-eql-icore1","TenGigabitEthernet 3/2","EQL","UNITED STATES"
"22106","EQL-ETU-NP4","gin-eql-icore1","TenGigabitEthernet 2/2","EQL","UNITED STATES"
"22106","EQL-ETU-NP3","gin-eql-icore1","TenGigabitEthernet 3/0","EQL","UNITED STATES"
"22106","EQL-ETU-NP2","gin-eql-icore1","TenGigabitEthernet 2/1","EQL","UNITED STATES"
"28109","EQL-XMD-NP1","gin-eql-icore1","GigabitEthernet 13/12","EQL","UNITED STATES"
"22106","EQL-ETU-NP1","gin-eql-icore1","TenGigabitEthernet 11/2","EQL","UNITED STATES"
"22297","9VL-MLN-NP2","gin-mln-tcore1","ge-7/2/8","9VL","UNITED STATES"
"20270","DT2-F2C-NP4","gin-f2c-thar1","xe-5/0/2","DT2","GERMANY"
"22297","8VL-L78-NP3","gin-l78-tcore1","ge-11/2/6","8VL","U. K."
"22297","8VL-L78-NP2","gin-l78-tcore1","ge-11/3/3","8VL","U. K."
"22236","3SC-MLN-NP1","gin-mln-sw1","2/11","3SC","UNITED STATES"
"24144","0AT-PG1-NP2","gin-pg1-tcore1","xe-0/3/2","0AT","FRANCE"
"23602","8MS-AEQ-NP2","gin-aeq-tcore2","xe-1/1/0","8MS","UNITED STATES"
"20498","BJZ-BVX-NP2","gin-bjz-sw1","2/2","BJZ","SPAIN"
"20498","BJZ-BVX-NP3","gin-bjz-sw1","2/12","BJZ","SPAIN"
"20498","BJZ-BVX-NP1","gin-bjz-sw1","2/1","BJZ","SPAIN"
"20570","BJZ-BXF-NP2","gin-bjz-sw1","2/9","BJZ","SPAIN"
"20570","BJZ-BXF-NP1","gin-bjz-sw1","2/8","BJZ","SPAIN"
"21808","9CA-LHX-NP2","gin-lhx-sw4","GigabitEthernet1/0/5","9CA","U. K."
"21808","9CA-LHX-NP1","gin-lhx-sw3","FastEthernet2/0/9","9CA","U. K."
"20832","CDQ-PG4-NP1","gin-pg4-sw2","FastEthernet1/0/2","CDQ","FRANCE"
"13003","CKS-MLN-NP1","gin-mln-tcore1","xe-8/0/1","CKS","CHILE"
"20208","L07-LDN-1G001","gin-ldn-core4","GigabitEthernet12/0/0","L07","U. K."
"20232","W1T-WQD-NP6","gin-w1t-thar1","xe-1/1/0","W1T","POLAND"
"22228","W1T-XC6-NP1","gin-w1t-thar1","ge-0/3/2","W1T","POLAND"
"7117","0LT-LVW-NP1","gin-lvw-tcore1","ge-2/3/3","0LT","UNITED STATES"
"21268","SBD-SVQ-NP1","gin-svq-sw1","GigabitEthernet0/1","SBD","SINGAPORE"
"19287","T7G-TOZ-NP1","gin-t7g-sw1","2/1","T7G","CANADA"
"23308","SV8-UCI-NP2","gin-sv8-tcore2","ge-11/2/1","SV8","U. K."
"23308","SV8-UCI-NP1","gin-sv8-tcore1","ge-11/2/1","SV8","U. K."
"22594","PV9-XJS-NP4","gin-pv9-tcore2","xe-0/2/2","PV9","PORTUGAL"
"22594","PV9-XJS-NP3","gin-pv9-tcore1","xe-1/2/0","PV9","PORTUGAL"
"20768","FIK-FR1-NP1","gin-fr1-thar1","ge-0/2/2","FIK","GERMANY"
"20173","CFX-PYE-NP4","gin-pye-tcore1","xe-5/3/1","CFX","FRANCE"
"20173","CFX-PYE-NP3","gin-pye-tcore1","xe-5/2/0","CFX","FRANCE"
"20173","CFX-PYE-NP2","gin-pye-tcore1","xe-5/0/0","CFX","FRANCE"
"20173","CFX-PYE-NP1","gin-pye-tcore1","xe-4/1/1","CFX","FRANCE"
"27429","TV2-XA3-NP1","gin-tv2-tcore1","ge-11/2/7","TV2","JAPAN"
"19671","TV2-W91-NP2","gin-tv2-tcore2","xe-1/2/1","TV2","JAPAN"
"19671","TV2-W91-NP1","gin-tv2-tcore2","xe-0/1/2","TV2","JAPAN"
"27476","DVS-VZ3-NP1","gin-dvs-icore2","GigabitEthernet 1/10","DVS","SPAIN"
"23308","DVS-JCL-NP1","gin-dvs-icore2","GigabitEthernet 1/45","DVS","SPAIN"
"23418","N31-NJY-NP1","gin-njy-tcore2","ge-11/3/3","N31","UNITED STATES"
"30663","L78-Q8Q-NP1","gin-l78-tcore1","ge-11/3/5","L78","U. K."
"34475","AV2-Y63-NP2","gin-av2-tcore1","xe-4/2/0","AV2","NETHERLANDS"
"34475","AV2-Y63-NP1","gin-av2-tcore2","xe-10/1/5","AV2","NETHERLANDS"
"25877","AV2-O4A-NP1","gin-av2-tcore1","xe-2/3/1","AV2","NETHERLANDS"
"27429","AV2-Q0Y-NP1","gin-av2-tcore2","xe-10/3/2","AV2","NETHERLANDS"
"29700","AV2-Y9I-NP1","gin-av2-tcore1","xe-0/1/3","AV2","NETHERLANDS"
"21410","AV2-Y8H-NP1","gin-av2-tcore2","ge-11/3/5","AV2","NETHERLANDS"
"32019","AV2-GF3-NP1","gin-av2-tcore1","xe-2/1/3","AV2","NETHERLANDS"
"27446","AV2-JXT-NP2","gin-av2-tcore1","ge-11/3/5","AV2","NETHERLANDS"
"27446","AV2-JXT-NP1","gin-av2-tcore1","ge-11/3/4","AV2","NETHERLANDS"
"30477","AV2-J94-NP1","gin-av2-tcore1","xe-1/3/2","AV2","NETHERLANDS"
"6470","AV2-XA9-NP2","gin-av2-tcore2","xe-1/2/0","AV2","NETHERLANDS"
"6470","AV2-XA9-NP1","gin-av2-tcore2","xe-3/0/1","AV2","NETHERLANDS"
"27727","AV2-XLI-NP1","gin-av2-tcore1","ge-11/3/6","AV2","NETHERLANDS"
"28096","AV2-XHO-NP1","gin-av2-tcore1","ge-11/3/7","AV2","NETHERLANDS"
"27930","AV2-WW5-NP1","gin-av2-tcore1","xe-1/1/2","AV2","NETHERLANDS"
"16449","AV2-R7A-NP1","gin-av2-tcore1","xe-0/3/2","AV2","NETHERLANDS"
"27548","PV0-ZF4-NP1","gin-pv0-har1","TenGigabitEthernet12/2","PV0","FRANCE"
"6190","1MA-WV6-NP3","gin-wv6-tcore1","ge-11/2/3","1MA","SPAIN"
"6111","PD4-PV0-NP2","gin-pv0-har1","GigabitEthernet3/3","PD4","FRANCE"
"21148","007-MDO-NP1","gin-mdo-sw2","GigabitEthernet0/9","007","SPAIN"
"27497","SV1-XJV-NP2","gin-sv1-mse1","FastEthernet13/5","SV1","UNITED STATES"
"27497","SV1-XJV-NP1","gin-sv1-mse1","FastEthernet13/8","SV1","UNITED STATES"
"20712","TF6-TNK-NP2","gin-tnk-tcore1","ge-11/2/9","TF6","CANADA"
"20712","TF6-TNK-NP3","gin-tnk-core4","GigabitEthernet2/2","TF6","CANADA"
"29700","PG4-XUY-NP1","gin-pg4-sw3","GigabitEthernet1/0/9","PG4","FRANCE"
"27446","PG4-QL5-NP1","gin-pg4-sw3","GigabitEthernet1/0/4","PG4","FRANCE"
"24385","PG4-R7E-1G001","gin-pg4-sw3","GigabitEthernet1/0/5","PG4","FRANCE"
"19056","SS6-TTT-NP1","gin-ttt-tcore1","ge-11/3/2","SS6","CANADA"
"6267","9LX-F2C-NP1","gin-f2c-thar1","ge-0/3/5","9LX","GERMANY"
"22010","AF7-TNK-NP2","gin-tnk-core4","GigabitEthernet4/0/5","AF7","CANADA"
"22010","AF7-TNK-NP1","gin-tnk-sw3","FastEthernet1/0/5","AF7","CANADA"
"16449","9RM-TTT-NP1","gin-ttt-mcore3","POS10/0","9RM","CANADA"
"19478","PN9-PVU-NP3","gin-pvu-tcore1","xe-9/3/0","PN9","FRANCE"
"19478","PN9-PVU-NP1","gin-pvu-tcore1","xe-1/2/1","PN9","FRANCE"
"19478","PN9-PVU-NP2","gin-pvu-tcore1","xe-3/2/1","PN9","FRANCE"
"20796","S26-WV6-NP1","gin-wv6-tcore1","ge-11/3/3","S26","SPAIN"
"19746","T2Z-TNK-NP1","gin-tnk-core4","GigabitEthernet4/0/3","T2Z","CANADA"
"21098","TGX-TNK-NP1","gin-tnk-tcore1","ge-11/2/3","TGX","CANADA"
"27698","NW8-XHC-NP1","gin-nw8-mse1","GigabitEthernet9/4","NW8","UNITED STATES"
"32568","NW8-YK2-NP1","gin-nw8-mse1","GigabitEthernet2/3","NW8","UNITED STATES"
"30356","NW8-Q8F-NP1","gin-nw8-mse2","TenGigabitEthernet11/4","NW8","UNITED STATES"
"27928","NW8-WW3-NP1","gin-nw8-mse1","GigabitEthernet9/5","NW8","UNITED STATES"
"22175","NW8-V24-NP1","gin-nw8-mse2","TenGigabitEthernet10/3","NW8","UNITED STATES"
"21464","NW8-V3N-NP1","gin-nw8-mse2","GigabitEthernet2/7","NW8","UNITED STATES"
"29019","NW8-XES-NP1","gin-nw8-mse2","GigabitEthernet9/3","NW8","UNITED STATES"
"24876","NW8-NW8-NP1","gin-nw8-mse1","GigabitEthernet2/12","NW8","UNITED STATES"
"26674","PR4-PVU-NP2","gin-pvu-tcore1","xe-5/3/2","PR4","FRANCE"
"14919","LNV-LVW-NP4","gin-lvw-tcore2","xe-10/3/1","LNV","UNITED STATES"
"14919","LNV-LVW-NP3","gin-lvw-tcore1","xe-3/2/1","LNV","UNITED STATES"
"21808","8CA-LDN-NP1","gin-ldn-sw3","2/19","8CA","U. K."
"21166","1CC-LDN-1G002","gin-ldn-tcore2","ge-11/2/3","1CC","U. K."
"21166","1CC-LDN-NP1","gin-l78-mse1","FastEthernet13/2","1CC","U. K."
"21115","ISC-IT5-NP3","gin-it5-tcore1","xe-8/1/0","ISC","TURKEY"
"21115","ISC-IT5-NP2","gin-it5-tcore1","xe-10/1/0","ISC","TURKEY"
"21115","ISC-IT5-NP1","gin-it5-tcore1","xe-9/1/0","ISC","TURKEY"
"21005","JSO-OQF-NP1","gin-jso-tcore1","ge-0/1/3","JSO","SOUTH AFRICA"
"21005","JSO-JXV-NP8","gin-jso-tcore2","xe-1/3/0","JSO","SOUTH AFRICA"
"21005","JSO-JXV-NP7","gin-jso-tcore1","xe-0/3/0","JSO","SOUTH AFRICA"
"24388","DDV-XGP-NP1","gin-ddv-core1","GigabitEthernet2/0/0","DDV","UNITED STATES"
"25360","DDV-OR9-NP1","gin-ddv-core1","GigabitEthernet2/1/2","DDV","UNITED STATES"
"20415","FGZ-FR0-NP1","gin-fr1-thar1","ge-1/3/5","FGZ","GERMANY"
"21376","F0B-F2C-NP1","gin-f2c-thar1","ge-0/2/5","F0B","GERMANY"
"10245","HHB-HK2-NP3","gin-hk2-tcore1","xe-10/1/1","HHB","HONG KONG"
"18553","IMN-MTT-NP2","gin-mtt-tcore2","ge-11/3/7","IMN","CANADA"
"27209","A56-OZ8-NP1","gin-a56-har1","GigabitEthernet1/0/6","A56","UNITED STATES"
"32644","A56-RA0-NP1","gin-a56-har1","GigabitEthernet1/0/5","A56","UNITED STATES"
"25680","A56-UU5-NP1","gin-a56-tcore1","xe-4/1/2","A56","UNITED STATES"
"25680","A56-UU5-NP2","gin-a56-tcore1","xe-4/0/3","A56","UNITED STATES"
"31501","A56-JX0-NP2","gin-a56-tcore1","xe-4/0/1","A56","UNITED STATES"
"31501","A56-JX0-NP1","gin-a56-tcore1","xe-4/0/0","A56","UNITED STATES"
"31501","A56-JX0-NP3","gin-a56-tcore1","xe-4/1/0","A56","UNITED STATES"
"31501","A56-JX0-NP4","gin-a56-tcore1","xe-4/1/1","A56","UNITED STATES"
"24388","A56-A8Y-NP1","gin-a56-tcore1","xe-0/2/0","A56","UNITED STATES"
"24388","A56-A8Y-NP2","gin-a56-tcore1","xe-4/2/1","A56","UNITED STATES"
"31501","A56-JX3-NP4","gin-a56-tcore1","xe-0/1/3","A56","UNITED STATES"
"31501","A56-JX3-NP3","gin-a56-tcore1","xe-0/1/2","A56","UNITED STATES"
"31501","A56-JX3-NP2","gin-a56-tcore1","xe-0/1/1","A56","UNITED STATES"
"31501","A56-JX3-NP1","gin-a56-tcore1","xe-11/1/3","A56","UNITED STATES"
"19312","A56-ANU-NP2","gin-a56-har1","GigabitEthernet4/0/0","A56","UNITED STATES"
"19671","FAZ-FR0-NP2","gin-fr0-tcore1","xe-10/0/5","FAZ","GERMANY"
"19671","FAZ-FR0-NP1","gin-fr0-tcore1","xe-10/0/4","FAZ","GERMANY"
"19478","PN6-PVU-NP2","gin-pvu-tcore1","xe-1/2/0","PN6","FRANCE"
"19478","PN6-PVU-NP1","gin-pvu-tcore1","xe-3/2/0","PN6","FRANCE"
"18847","L0A-LVW-NP1","gin-lvw-tcore2","ge-0/3/2","L0A","UNITED STATES"
"18847","N0A-NTO-NP2","gin-nto-tcore1","ge-11/2/6","N0A","UNITED STATES"
"18838","T9A-TGS-NP1","gin-tgs-sw1","GigabitEthernet1/0/12","T9A","CANADA"
"19671","HK2-XSZ-NP1","gin-hk2-tcore1","xe-2/1/2","HK2","HONG KONG"
"32651","HK2-Q1D-NP1","gin-hk2-core3","Tunnel10","HK2","HONG KONG"
"30004","HK2-YUA-NP1","gin-hk2-core3","GigabitEthernet13/1/6","HK2","HONG KONG"
"32445","HK2-X8H-NP1","gin-hk2-tcore1","ge-11/2/1","HK2","HONG KONG"
"19183","HK2-K7Y-NP1","gin-hk2-tcore1","xe-1/0/0","HK2","HONG KONG"
"21562","HK2-QA6-NP1","lin-hk2-lar2","ge-1/0/1","HK2","HONG KONG"
"7104","HK2-Q8M-NP1","gin-hk2-tcore1","xe-2/0/2","HK2","HONG KONG"
